ID,Path,Image Area,Pixel Size,Cntour Pixel Area,Area in square nm,Image size in square nm,Density
1|1
1|2
2|1
2|2
2|3
2|4
2|5
2|6
2|7
2|8
2|9
2|10
2|11
2|12
2|13
2|14
2|15
2|16
2|17
2|18
2|19
2|20
2|21
2|22
2|23
2|24
2|25
2|26
2|27
2|28
2|29
2|30
2|31
2|32
2|33
2|34
2|35
2|36
2|37
2|38
2|39
2|40
2|41
2|42
2|43
2|44
2|45
2|46
2|47
2|48
2|49
2|50
2|51
2|52
2|53
2|54
2|55
2|56
2|57
2|58
2|59
2|60
2|61
2|62
2|63
2|64
2|65
2|66
2|67
2|68
2|69
2|70
2|71
2|72
2|73
2|74
2|75
2|76
2|77
2|78
2|79
2|80
2|81
2|82
2|83
2|84
2|85
2|86
2|87
2|88
2|89
2|90
2|91
2|92
2|93
2|94
2|95
2|96
2|97
2|98
2|99
2|100
2|101
2|102
2|103
2|104
2|105
2|106
2|107
2|108
2|109
2|110
2|111
2|112
2|113
2|114
2|115
2|116
2|117
2|118
2|119
2|120
2|121
2|122
2|123
2|124
2|125
2|126
2|127
2|128
2|129
2|130
2|131
2|132
2|133
2|134
2|135
2|136
2|137
2|138
2|139
2|140
2|141
2|142
2|143
2|144
2|145
2|146
2|147
2|148
2|149
2|150
2|151
2|152
2|153
2|154
2|155
2|156
2|157
2|158
2|159
2|160
2|161
2|162
2|163
2|164
2|165
2|166
2|167
2|168
2|169
2|170
2|171
2|172
2|173
2|174
2|175
2|176
2|177
2|178
2|179
2|180
2|181
2|182
2|183
2|184
2|185
2|186
2|187
2|188
2|189
2|190
2|191
2|192
2|193
2|194
2|195
2|196
2|197
2|198
2|199
2|200
2|201
2|202
2|203
2|204
2|205
2|206
2|207
2|208
2|209
2|210
2|211
2|212
2|213
2|214
2|215
2|216
2|217
2|218
2|219
2|220
2|221
2|222
2|223
2|224
2|225
2|226
2|227
2|228
2|229
2|230
2|231
2|232
2|233
2|234
2|235
2|236
2|237
2|238
2|239
2|240
2|241
2|242
2|243
2|244
2|245
2|246
2|247
2|248
2|249
2|250
2|251
2|252
2|253
2|254
2|255
2|256
2|257
2|258
2|259
2|260
2|261
2|262
2|263
2|264
2|265
2|266
2|267
2|268
2|269
2|270
2|271
2|272
2|273
2|274
2|275
2|276
2|277
2|278
2|279
2|280
2|281
2|282
2|283
2|284
2|285
2|286
2|287
2|288
2|289
2|290
2|291
2|292
2|293
2|294
2|295
2|296
2|297
2|298
2|299
2|300
2|301
2|302
2|303
2|304
2|305
2|306
2|307
2|308
2|309
2|310
2|311
2|312
2|313
2|314
2|315
2|316
2|317
2|318
2|319
2|320
2|321
2|322
2|323
2|324
2|325
2|326
2|327
2|328
2|329
2|330
2|331
2|332
2|333
2|334
2|335
2|336
2|337
2|338
2|339
2|340
2|341
2|342
2|343
2|344
2|345
2|346
2|347
2|348
2|349
2|350
2|351
2|352
2|353
2|354
2|355
2|356
2|357
2|358
2|359
2|360
2|361
2|362
2|363
2|364
2|365
2|366
2|367
2|368
2|369
2|370
2|371
2|372
2|373
2|374
2|375
2|376
2|377
2|378
2|379
2|380
2|381
2|382
2|383
2|384
2|385
2|386
2|387
2|388
2|389
2|390
2|391
2|392
2|393
2|394
2|395
2|396
2|397
2|398
2|399
2|400
2|401
2|402
2|403
2|404
2|405
2|406
2|407
2|408
2|409
2|410
2|411
2|412
2|413
2|414
2|415
2|416
2|417
2|418
2|419
4|1
4|2
4|3
4|4
4|5
4|6
4|7
4|8
4|9
4|10
4|11
4|12
4|13
4|14
4|15
4|16
4|17
4|18
4|19
4|20
4|21
5|1
5|2
5|3
5|4
5|5
5|6
5|7
5|8
5|9
5|10
5|11
5|12
5|13
5|14
5|15
5|16
5|17
5|18
5|19
5|20
5|21
5|22
5|23
5|24
5|25
5|26
5|27
5|28
6|1
6|2
6|3
6|4
6|5
6|6
6|7
6|8
7|1
7|2
7|3
7|4
7|5
7|6
7|7
7|8
7|9
7|10
7|11
7|12
7|13
7|14
7|15
7|16
7|17
7|18
7|19
7|20
7|21
7|22
7|23
7|24
7|25
7|26
7|27
7|28
7|29
7|30
7|31
7|32
7|33
7|34
7|35
7|36
7|37
7|38
7|39
7|40
7|41
7|42
7|43
7|44
7|45
7|46
7|47
7|48
7|49
7|50
7|51
7|52
7|53
7|54
7|55
7|56
7|57
7|58
7|59
7|60
7|61
7|62
7|63
7|64
7|65
7|66
7|67
7|68
7|69
7|70
7|71
7|72
7|73
7|74
7|75
7|76
7|77
7|78
7|79
7|80
7|81
7|82
7|83
7|84
7|85
7|86
7|87
7|88
7|89
7|90
7|91
7|92
7|93
7|94
7|95
7|96
7|97
7|98
7|99
7|100
7|101
7|102
7|103
7|104
7|105
7|106
7|107
7|108
7|109
7|110
7|111
7|112
7|113
7|114
7|115
7|116
7|117
7|118
7|119
7|120
7|121
7|122
7|123
7|124
7|125
7|126
7|127
7|128
7|129
7|130
7|131
7|132
7|133
7|134
7|135
7|136
7|137
7|138
7|139
7|140
7|141
7|142
7|143
7|144
7|145
7|146
7|147
7|148
7|149
7|150
7|151
7|152
7|153
7|154
7|155
7|156
7|157
7|158
7|159
7|160
7|161
7|162
7|163
7|164
7|165
7|166
7|167
7|168
7|169
7|170
7|171
7|172
7|173
7|174
7|175
7|176
7|177
7|178
7|179
7|180
7|181
7|182
7|183
7|184
7|185
7|186
7|187
7|188
7|189
7|190
7|191
7|192
7|193
7|194
7|195
7|196
7|197
7|198
7|199
7|200
7|201
7|202
7|203
7|204
7|205
7|206
7|207
7|208
7|209
7|210
7|211
7|212
7|213
7|214
7|215
7|216
7|217
7|218
7|219
7|220
7|221
7|222
7|223
8|1
9|1
10|1
11|1
11|2
11|3
11|4
11|5
11|6
11|7
11|8
11|9
11|10
11|11
11|12
11|13
11|14
11|15
11|16
11|17
11|18
11|19
11|20
11|21
11|22
11|23
11|24
11|25
11|26
11|27
11|28
11|29
11|30
11|31
11|32
11|33
11|34
11|35
11|36
11|37
11|38
11|39
11|40
11|41
11|42
11|43
11|44
11|45
11|46
11|47
11|48
11|49
11|50
11|51
11|52
11|53
11|54
11|55
11|56
11|57
11|58
11|59
11|60
11|61
11|62
11|63
11|64
11|65
11|66
11|67
11|68
11|69
11|70
11|71
11|72
11|73
11|74
11|75
11|76
11|77
11|78
11|79
11|80
11|81
11|82
11|83
11|84
11|85
11|86
11|87
11|88
11|89
11|90
11|91
11|92
11|93
11|94
11|95
11|96
11|97
11|98
11|99
12|1
12|2
12|3
12|4
12|5
12|6
12|7
12|8
